Order ID,Customer ID,Order Date Time,Delivery Date Time,Total Amount,Delivery Status
335,31,17-11-2024 13:38,17-11-2024 13:48,506,Delivered
336,85,08-11-2024 15:30,08-11-2024 15:42,979,Delivered
337,94,01-10-2024 06:48,01-10-2024 07:02,1462,Delivered
338,162,08-11-2024 17:40,08-11-2024 17:50,541,Delivered
339,199,29-10-2024 03:41,29-10-2024 03:49,1212,Delivered
340,100,11-11-2024 11:32,11-11-2024 11:44,997,Delivered
341,286,10-11-2024 06:09,10-11-2024 06:22,1154,Delivered
342,99,03-10-2024 08:30,03-10-2024 08:41,162,Delivered
343,36,27-10-2024 22:57,27-10-2024 23:14,1382,Delivered
344,51,28-09-2024 01:13,28-09-2024 01:23,115,Delivered
345,286,28-09-2024 00:42,28-09-2024 00:58,1224,Delivered
346,42,06-11-2024 08:40,06-11-2024 08:51,1272,Delivered
347,75,07-10-2024 18:42,07-10-2024 18:52,828,Delivered
348,146,14-10-2024 10:40,14-10-2024 10:53,279,Delivered
349,263,08-10-2024 18:40,08-10-2024 18:56,1305,Delivered
350,162,17-10-2024 14:50,17-10-2024 15:05,213,Delivered
351,231,18-10-2024 07:39,18-10-2024 07:56,977,Delivered
352,95,14-11-2024 16:11,14-11-2024 16:23,455,Delivered
353,298,10-10-2024 22:27,10-10-2024 22:40,1119,Delivered
354,190,11-11-2024 23:54,12-11-2024 00:02,867,Delivered
355,86,07-11-2024 13:04,07-11-2024 13:13,849,Delivered
356,5,10-10-2024 19:37,10-10-2024 19:47,446,Delivered
357,235,10-10-2024 07:10,10-10-2024 07:22,105,Delivered
358,224,01-11-2024 01:34,01-11-2024 01:51,113,Delivered
359,93,17-11-2024 05:35,17-11-2024 05:44,617,Delivered
360,271,03-10-2024 07:39,03-10-2024 07:50,1456,Delivered
361,239,08-10-2024 09:59,08-10-2024 10:07,1001,Delivered
362,293,28-09-2024 21:37,28-09-2024 21:45,473,Delivered
363,94,23-10-2024 13:03,23-10-2024 13:12,647,Delivered
364,189,18-11-2024 06:51,18-11-2024 07:04,453,Delivered
365,169,12-10-2024 20:00,12-10-2024 20:11,1338,Delivered
366,128,27-09-2024 00:43,27-09-2024 00:57,995,Delivered
367,262,06-10-2024 10:11,06-10-2024 10:28,734,Delivered
368,216,07-10-2024 19:44,07-10-2024 19:57,666,Delivered
369,272,04-11-2024 23:24,04-11-2024 23:36,1478,Delivered
370,18,28-10-2024 02:04,28-10-2024 02:17,1138,Delivered
371,15,07-11-2024 01:38,07-11-2024 01:50,733,Delivered
372,246,25-10-2024 17:47,25-10-2024 17:56,525,Delivered
373,229,24-10-2024 09:30,24-10-2024 09:45,1496,Delivered
374,273,29-09-2024 18:28,29-09-2024 18:38,565,Delivered
375,177,15-10-2024 19:21,15-10-2024 19:33,430,Delivered
376,9,07-10-2024 02:36,07-10-2024 02:52,1216,Delivered
377,41,03-10-2024 02:01,03-10-2024 02:12,598,Delivered
378,261,22-11-2024 19:29,,1055,Cancelled
379,21,01-10-2024 21:28,01-10-2024 21:40,1422,Delivered
380,190,23-10-2024 17:52,23-10-2024 18:06,526,Delivered
381,4,26-10-2024 09:54,26-10-2024 10:03,1040,Delivered
382,180,03-10-2024 19:28,03-10-2024 19:38,112,Delivered
383,230,07-10-2024 06:42,07-10-2024 06:57,878,Delivered
384,252,15-10-2024 10:52,15-10-2024 11:01,1018,Delivered
385,188,14-11-2024 07:57,14-11-2024 08:07,757,Delivered
386,265,15-10-2024 02:51,15-10-2024 02:59,830,Delivered
387,278,20-11-2024 12:59,20-11-2024 13:09,140,Delivered
388,32,10-10-2024 17:41,10-10-2024 17:52,475,Delivered
389,158,19-10-2024 10:31,19-10-2024 10:43,273,Delivered
390,69,19-11-2024 09:46,19-11-2024 10:00,291,Delivered
391,283,17-11-2024 16:19,17-11-2024 16:34,169,Delivered
392,89,05-11-2024 13:27,05-11-2024 13:40,801,Delivered
393,270,26-10-2024 02:46,26-10-2024 03:00,553,Delivered
394,222,24-10-2024 06:05,24-10-2024 06:21,598,Delivered
395,194,09-10-2024 03:22,09-10-2024 03:36,1079,Delivered
396,253,15-10-2024 09:27,15-10-2024 09:39,1118,Delivered
397,265,08-11-2024 20:34,08-11-2024 20:42,737,Delivered
398,157,27-10-2024 03:27,27-10-2024 03:40,164,Delivered
399,197,26-10-2024 21:24,26-10-2024 21:35,573,Delivered
400,9,05-10-2024 01:37,05-10-2024 01:47,189,Delivered
401,218,13-11-2024 09:35,13-11-2024 09:45,407,Delivered
402,261,01-11-2024 15:09,01-11-2024 15:21,1297,Delivered
403,51,30-09-2024 16:38,30-09-2024 16:51,1145,Delivered
404,24,10-10-2024 04:49,10-10-2024 05:00,112,Delivered
405,30,12-10-2024 05:22,12-10-2024 05:31,906,Delivered
406,186,12-10-2024 04:19,12-10-2024 04:35,1433,Delivered
407,122,24-10-2024 00:30,24-10-2024 00:45,1133,Delivered
408,212,12-11-2024 12:34,12-11-2024 12:49,1494,Delivered
409,128,15-10-2024 11:52,15-10-2024 12:04,704,Delivered
410,226,09-11-2024 13:58,09-11-2024 14:08,1157,Delivered
411,201,31-10-2024 18:24,31-10-2024 18:37,824,Delivered
412,1,14-10-2024 08:31,14-10-2024 08:48,335,Delivered
413,127,22-11-2024 12:15,22-11-2024 12:24,1200,Delivered
414,30,27-09-2024 09:02,27-09-2024 09:13,719,Delivered
415,99,26-09-2024 17:51,26-09-2024 17:59,403,Delivered
416,115,08-10-2024 18:16,08-10-2024 18:31,1395,Delivered
417,75,20-10-2024 21:22,20-10-2024 21:34,756,Delivered
418,243,20-11-2024 13:17,20-11-2024 13:30,214,Delivered
419,229,04-11-2024 13:31,04-11-2024 13:48,131,Delivered
420,145,09-10-2024 00:41,09-10-2024 00:52,236,Delivered
421,161,15-10-2024 15:06,15-10-2024 15:17,1273,Delivered
